point_id,session_id,ai_id,vector_name,self_assessed,grounded,gap,domain,goal_id,timestamp
127b7447-2b69-4269-afbc-f6b67c13be02,0cb9c4f0-7618-4a97-a1fa-df2ae83ee3fe,claude-code,know,0.7,0.5,0.2,,,1770464538.919682
d16042ca-5eb5-4408-84c2-47b363f43aac,0cb9c4f0-7618-4a97-a1fa-df2ae83ee3fe,claude-code,uncertainty,0.3,0.09090909090909091,0.2091,,,1770464538.919682
30253a1a-7f34-4a1d-befb-bbea29b5250a,0cb9c4f0-7618-4a97-a1fa-df2ae83ee3fe,claude-code,context,0.7,1.0,-0.3,,,1770464538.919682
57dc945f-6ec7-4d64-9b20-7da29f19aedd,0cb9c4f0-7618-4a97-a1fa-df2ae83ee3fe,claude-code,completion,0.5,,,,,1770464538.919682
ffd852cf-e592-46e9-861a-35d0b9b626d3,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,know,0.7,0.7000000000000001,0.0,,,1770464729.401
0b27183f-f4d3-457f-88fe-fa0b361f548c,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,uncertainty,0.3,0.0,0.3,,,1770464729.401
fbfffe95-b6aa-4516-8f97-bd528230f723,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,context,0.7,0.8333333333333335,-0.1333,,,1770464729.401
ae049400-0302-4ac1-b487-54d9ae65013c,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,completion,0.5,0.8571428571428572,-0.3571,,,1770464729.401
e3d499e9-089b-49aa-ac19-c19a17e67425,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,know,0.7,0.7000000000000001,0.0,,,1770465743.995166
0f5a2d9a-f18e-437e-b8f8-52621d0c307b,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,uncertainty,0.3,0.0,0.3,,,1770465743.995166
46f96078-4639-4150-9b0c-63f7ec46a7fb,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,context,0.7,0.8333333333333335,-0.1333,,,1770465743.995166
db0ce9e6-dfe4-46cc-9ca4-2655d65d9e42,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,completion,0.5,0.8571428571428572,-0.3571,,,1770465743.995166
450170f3-392b-41bb-b1ca-23c7dc8c3b10,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,know,0.7,0.7000000000000001,0.0,,,1770470095.640897
d357c92a-cdf1-43f5-9791-0ab0b4837d76,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,uncertainty,0.3,0.0,0.3,,,1770470095.640897
ccfa8604-bfa5-4960-8c8b-666ffa6ac538,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,context,0.7,0.9,-0.2,,,1770470095.640897
46437cf2-b2e0-48fa-bd13-f81ab624bbd8,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,completion,0.5,0.8571428571428572,-0.3571,,,1770470095.640897
014d23dd-4683-4b0c-9afe-eaa25a829b5a,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,know,0.7,0.625,0.075,,,1770473653.382267
f34fbca9-c45a-40dd-9abd-7743679aa958,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,uncertainty,0.3,0.0,0.3,,,1770473653.382267
8ecc2ac3-e6bf-4482-8e1d-5de12c3e67dc,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,context,0.7,0.9230769230769232,-0.2231,,,1770473653.382267
682d01e6-90c7-4d3f-b89c-2f049ba75191,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,completion,0.5,0.8571428571428572,-0.3571,,,1770473653.382267
e6c0bf2e-f6d1-4698-9d44-df58b2c490ff,ecdaa1d7-2206-4890-a318-abe020397383,claude-code,know,0.8,1.0,-0.2,,,1770483693.317177
596d1ea9-47a0-46e3-ae3f-f41de92fe6d9,ecdaa1d7-2206-4890-a318-abe020397383,claude-code,uncertainty,0.25,0.0,0.25,,,1770483693.317177
3e08c044-ed50-4160-95a1-51e600e4d445,ecdaa1d7-2206-4890-a318-abe020397383,claude-code,context,0.75,,,,,1770483693.317177
794b6f4e-865d-4257-b824-9c9fbe812fe4,ecdaa1d7-2206-4890-a318-abe020397383,claude-code,completion,0.6,,,,,1770483693.317177
53f9c272-1fdf-4a70-8589-b4ded0e8bd0a,0ac9c0f9-a274-4f47-8a40-7539635dee4b,claude-code,know,0.85,1.0,-0.15,,,1770484020.831563
22ce180a-e2db-47b1-9058-d0936c8a6376,0ac9c0f9-a274-4f47-8a40-7539635dee4b,claude-code,uncertainty,0.15,0.0,0.15,,,1770484020.831563
19f155eb-bc18-4c74-9580-af111add3d9f,0ac9c0f9-a274-4f47-8a40-7539635dee4b,claude-code,context,0.85,,,,,1770484020.831563
3fc63da2-5622-4acf-a51c-f1187fbc1b97,0ac9c0f9-a274-4f47-8a40-7539635dee4b,claude-code,completion,1.0,,,,,1770484020.831563
7ad21017-b5d1-4d2a-bfde-90001434a12e,0ac9c0f9-a274-4f47-8a40-7539635dee4b,claude-code,do,0.9,,,,,1770484020.831563
5d105074-65d1-4df3-830d-ef02e8ab0b81,a8de3d60-8903-4961-a84c-003eab949260,claude-code,know,0.85,1.0,-0.15,,,1770485252.697038
6c45a9ef-f1c5-4524-8672-4c0e0a3a900f,a8de3d60-8903-4961-a84c-003eab949260,claude-code,uncertainty,0.15,0.0,0.15,,,1770485252.697038
694b2871-3514-460b-ae82-5946613ea829,a8de3d60-8903-4961-a84c-003eab949260,claude-code,context,0.9,,,,,1770485252.697038
78349370-898c-4479-9df1-02f6e859e5b7,a8de3d60-8903-4961-a84c-003eab949260,claude-code,completion,1.0,,,,,1770485252.697038
8296239a-4754-4310-89f2-3bbf448dd9c1,a8de3d60-8903-4961-a84c-003eab949260,claude-code,do,0.85,,,,,1770485252.697038
46ab3223-9b49-4eb0-8bdf-a32a23a950cf,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,know,0.75,0.7499999999999999,0.0,,,1770485286.408079
39a88c49-1942-437e-b1cc-9a75ee2fd9b8,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,uncertainty,0.25,0.0,0.25,,,1770485286.408079
6e30b099-6f27-496d-a407-0f3f85f0627a,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,do,0.7,0.9090909090909092,-0.2091,,,1770485286.408079
4dbf04f0-191b-40a9-8732-01384659663d,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,context,0.8,0.8571428571428572,-0.0571,,,1770485286.408079
6f996d5b-90ab-46cf-ad43-1901154b1503,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,clarity,0.75,,,,,1770485286.408079
1a57478d-0ed6-487d-b679-6da9798f2571,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,signal,0.7,1.0,-0.3,,,1770485286.408079
c547f50c-7888-4692-8e5f-f3bb0d226cb3,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,state,0.7,,,,,1770485286.408079
d16b9f74-17ec-43ea-bdd2-2cb9cce637cd,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,change,0.6,,,,,1770485286.408079
9b5c08e8-fd42-43e1-9357-b60cb559b14e,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,completion,0.7,0.9090909090909092,-0.2091,,,1770485286.408079
b272ef71-15d8-49e2-a550-68239de8337f,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,impact,0.6,,,,,1770485286.408079
7ee14d22-ea1d-490f-8fd9-10a6c8bf8964,a8de3d60-8903-4961-a84c-003eab949260,claude-code,know,0.9,1.0,-0.1,,,1770485306.898261
25c50bf7-c9f2-4bd4-9691-1ac195cea3a1,a8de3d60-8903-4961-a84c-003eab949260,claude-code,uncertainty,0.1,0.0,0.1,,,1770485306.898261
d0fce151-0617-4db8-b8eb-2eab8c7f4bb7,a8de3d60-8903-4961-a84c-003eab949260,claude-code,context,0.9,,,,,1770485306.898261
f5cf2654-d464-46ee-8f02-5bee16ba4a57,a8de3d60-8903-4961-a84c-003eab949260,claude-code,completion,1.0,,,,,1770485306.898261
f194991c-1aab-4230-b9ab-72f53eca8c39,a8de3d60-8903-4961-a84c-003eab949260,claude-code,do,0.95,,,,,1770485306.898261
8fd3e24b-bb23-4a72-ac62-8b443fbf001c,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,know,0.75,0.7499999999999999,0.0,,,1770486148.664666
ace67828-c05f-4c30-821a-f56d31067743,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,uncertainty,0.25,0.0,0.25,,,1770486148.664666
f5909d6c-9fc0-4fa1-a1f1-bb7ac7579b8d,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,context,0.8,0.8571428571428572,-0.0571,,,1770486148.664666
c75a0a05-798c-480c-93b3-5a96329a43ca,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,completion,0.85,0.8666666666666667,-0.0167,,,1770486148.664666
96b8401a-549e-48a6-870f-4efe96717250,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,do,0.8,0.8666666666666667,-0.0667,,,1770486148.664666
0326ca0b-45ef-4a70-92d8-a04b6ac11815,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,clarity,0.8,,,,,1770486148.664666
afee177b-ee9e-4f24-b741-940f9588562e,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,signal,0.7,1.0,-0.3,,,1770486148.664666
f98eafb8-7174-4aa6-a65a-1861cf634217,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,state,0.8,,,,,1770486148.664666
cb61a7e8-f2f6-4e23-8306-9a216c054d0c,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,change,0.7,,,,,1770486148.664666
32bd4ed4-97e5-495c-9ccd-da62fe160154,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,impact,0.7,,,,,1770486148.664666
6d2618f8-05c2-4f7f-9158-741a5bcc3abb,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,know,0.7,0.7222222222222222,-0.0222,,,1770486326.594357
0ab38d26-e031-4872-a5f9-f4a1a547dca8,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,uncertainty,0.3,0.0,0.3,,,1770486326.594357
3a583b32-ca02-4002-abcf-387311257cc1,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,context,0.7,0.8666666666666667,-0.1667,,,1770486326.594357
9fa44dce-1569-4c14-a895-6d6bf418d76f,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,completion,0.5,0.8666666666666667,-0.3667,,,1770486326.594357
ebbf4975-58eb-4b62-b760-6361e31924e8,a8de3d60-8903-4961-a84c-003eab949260,claude-code,know,0.85,1.0,-0.15,,,1770486798.238874
50485eaf-fce2-4b4f-a126-1d2cdecee1a7,a8de3d60-8903-4961-a84c-003eab949260,claude-code,uncertainty,0.15,0.0,0.15,,,1770486798.238874
7ec2ef7f-7cd2-4876-a9f8-7c3a6d9b6055,a8de3d60-8903-4961-a84c-003eab949260,claude-code,context,0.85,,,,,1770486798.238874
fd59a1aa-73e4-417e-84d2-02f38adf34bf,a8de3d60-8903-4961-a84c-003eab949260,claude-code,completion,0.9,,,,,1770486798.238874
025854d7-7bd0-4357-b567-0c2f32badf25,a8de3d60-8903-4961-a84c-003eab949260,claude-code,do,0.85,,,,,1770486798.238874
28dcdef0-b3cf-4423-a1ba-0d63ab7a2eb0,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,know,0.8,,,,,1770488640.031654
10b17480-a603-4057-b796-b5d8ddb8ec6b,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,do,0.75,,,,,1770488640.031654
1ffea27d-85c6-4e53-9588-609812477e1e,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,context,0.85,1.0,-0.15,,,1770488640.031654
b079efa7-4a0b-43f1-979d-d9ff623709e5,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,clarity,0.8,,,,,1770488640.031654
eda4128f-cdc9-4a25-bcfd-cadd8672fecd,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,signal,0.75,,,,,1770488640.031654
38058332-39b5-4f61-bce8-468b6ce21805,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,state,0.85,,,,,1770488640.031654
3bde2c40-f022-4a3d-94fc-a8541146fa44,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,change,0.8,,,,,1770488640.031654
3837f49e-c865-47a9-b4ce-7a0d93d9aa26,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,completion,0.7,,,,,1770488640.031654
8872954d-f1ac-4544-be76-7621d6359918,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,impact,0.75,,,,,1770488640.031654
074a6c64-81cb-4310-944a-6f0c210dd74c,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,uncertainty,0.25,,,,,1770488640.031654
01a92486-ae66-4ec2-9438-2a95fcca2f6b,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,know,0.85,0.3333333333333333,0.5167,,,1770488911.627538
267950f1-65d4-4136-a4b7-acfe1b43e4ce,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,do,0.8,,,,,1770488911.627538
c58a051a-c210-45f2-bdfe-b5a16753e3e2,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,context,0.9,1.0,-0.1,,,1770488911.627538
3e4322b7-bb09-490b-af9b-84be093c26f9,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,clarity,0.85,,,,,1770488911.627538
04e19929-4dba-44e5-bb98-5bb5e1137841,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,signal,0.8,0.6666666666666666,0.1333,,,1770488911.627538
36e61dce-5508-45b7-a22d-c20e6064f569,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,state,0.9,,,,,1770488911.627538
8a61db76-811c-4bb2-83b5-8fc0c1ee4925,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,change,0.75,,,,,1770488911.627538
43ce4f56-743b-49f0-a4dd-5ca8148209ff,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,completion,0.85,,,,,1770488911.627538
793f0851-fb0d-475a-b006-109d78e7d6c4,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,impact,0.8,,,,,1770488911.627538
d7953620-3fe1-443c-bb5d-612d3ca24e40,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,uncertainty,0.2,0.3333333333333333,-0.1333,,,1770488911.627538
602e65e8-9775-4a77-aed6-23126d94398f,a8de3d60-8903-4961-a84c-003eab949260,claude-code,know,0.8,1.0,-0.2,,,1770489195.228667
a6a85c8b-ef6a-43ac-bb45-07933506ed96,a8de3d60-8903-4961-a84c-003eab949260,claude-code,uncertainty,0.15,0.0,0.15,,,1770489195.228667
55c7e0b1-348e-4000-8932-f1dfebb36878,a8de3d60-8903-4961-a84c-003eab949260,claude-code,completion,0.9,,,,,1770489195.228667
8cbefb80-ceaf-425a-9d5c-1f9c5504f1c9,a8de3d60-8903-4961-a84c-003eab949260,claude-code,context,0.75,,,,,1770489195.228667
23fb9a44-cf3a-4375-974d-eb2c1fc03907,a8de3d60-8903-4961-a84c-003eab949260,claude-code,do,0.85,,,,,1770489195.228667
359eb8cb-0254-4f62-897d-b9c14d6ce939,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,know,0.85,0.5,0.35,,,1770489622.030444
a42e8093-3790-4513-b880-a14827a410af,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,uncertainty,0.2,0.27272727272727276,-0.0727,,,1770489622.030444
b72eacfa-25fb-46a0-987b-0d2233b2a054,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,context,0.85,0.5,0.35,,,1770489622.030444
2efdaa29-1360-4824-a458-301c43b7bb41,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,do,0.65,,,,,1770489622.030444
27ef5fd9-204f-4400-ad23-f80f69b2003e,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,clarity,0.85,,,,,1770489622.030444
653115dc-f9f3-4eb2-8fc6-a8387352e5cc,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,signal,0.8,1.0,-0.2,,,1770489622.030444
ae97d292-fc44-4c8d-b8cb-f99148def06c,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,state,0.85,,,,,1770489622.030444
eadfff0d-ef7e-445a-ad8c-34e5dabf61ad,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,change,0.6,,,,,1770489622.030444
035dd986-6ff2-452c-831a-c53cae60112c,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,completion,0.55,,,,,1770489622.030444
28b3cf66-f18c-4d35-a752-90ab4e1a79eb,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,impact,0.75,,,,,1770489622.030444
0aab0e6e-fb7e-43a0-8230-17c418aecc65,a8de3d60-8903-4961-a84c-003eab949260,claude-code,know,0.85,1.0,-0.15,,,1770489639.862104
523f99d4-129b-4db6-90ac-0d1e997ad075,a8de3d60-8903-4961-a84c-003eab949260,claude-code,uncertainty,0.1,0.0,0.1,,,1770489639.862104
7e0971f9-4140-4675-8af5-854f83fbae38,a8de3d60-8903-4961-a84c-003eab949260,claude-code,completion,0.9,,,,,1770489639.862104
0377710a-ef08-4f72-81b9-07a08fcc3184,a8de3d60-8903-4961-a84c-003eab949260,claude-code,context,0.85,1.0,-0.15,,,1770489639.862104
482223d5-350c-44d8-9af4-c2525d891a24,a8de3d60-8903-4961-a84c-003eab949260,claude-code,do,0.8,,,,,1770489639.862104
14aa12a8-1d20-48f8-bee7-acb901b21385,a8de3d60-8903-4961-a84c-003eab949260,claude-code,know,0.85,0.5,0.35,,,1770490331.598753
8562827d-c813-4bf4-8c1b-23544061806f,a8de3d60-8903-4961-a84c-003eab949260,claude-code,uncertainty,0.2,0.0,0.2,,,1770490331.598753
536ae315-2d65-484f-af95-67c60490efb1,a8de3d60-8903-4961-a84c-003eab949260,claude-code,do,0.4,,,,,1770490331.598753
9ff8c53d-2eaa-4da1-be23-30542ae48a7d,a8de3d60-8903-4961-a84c-003eab949260,claude-code,clarity,0.8,,,,,1770490331.598753
88925cea-499d-4e30-8ff4-46d726315784,a8de3d60-8903-4961-a84c-003eab949260,claude-code,context,0.9,1.0,-0.1,,,1770490331.598753
3126dae7-c1de-4a0c-91cb-a2a44b35a5d1,a8de3d60-8903-4961-a84c-003eab949260,claude-code,completion,0.35,,,,,1770490331.598753
131e14d9-a48e-4fd3-a4b6-c756fd12f68c,a8de3d60-8903-4961-a84c-003eab949260,claude-code,know,0.9,0.5,0.4,,,1770490879.643351
59fc38ce-fea9-4ef7-8e94-d6031902c622,a8de3d60-8903-4961-a84c-003eab949260,claude-code,uncertainty,0.1,0.0,0.1,,,1770490879.643351
d8b1ca2f-4206-43ca-a64b-6ad965778fd1,a8de3d60-8903-4961-a84c-003eab949260,claude-code,do,0.75,,,,,1770490879.643351
70a2e355-4077-4d34-aa26-3401eca1deb5,a8de3d60-8903-4961-a84c-003eab949260,claude-code,clarity,0.9,,,,,1770490879.643351
2a98de88-a0c2-4815-af53-b2f92a2f900f,a8de3d60-8903-4961-a84c-003eab949260,claude-code,context,0.95,1.0,-0.05,,,1770490879.643351
542acb38-6d60-4fa1-93a5-5f2101ebd6f4,a8de3d60-8903-4961-a84c-003eab949260,claude-code,completion,0.45,,,,,1770490879.643351
84326fb2-3561-4f03-a8ea-50a39d214c45,a8de3d60-8903-4961-a84c-003eab949260,claude-code,know,0.92,0.5,0.42,,,1770490998.262504
fcdc63bc-b943-4d68-bcdb-978420d8bb2c,a8de3d60-8903-4961-a84c-003eab949260,claude-code,uncertainty,0.08,0.0,0.08,,,1770490998.262504
5389c7d9-3325-43e4-a76f-a5a915f34352,a8de3d60-8903-4961-a84c-003eab949260,claude-code,do,0.7,,,,,1770490998.262504
94be7e9e-8af6-47f6-a086-da9bd5fe1a41,a8de3d60-8903-4961-a84c-003eab949260,claude-code,clarity,0.92,,,,,1770490998.262504
6f8567fd-a3d5-4c6e-893f-2dc672c3d5a1,a8de3d60-8903-4961-a84c-003eab949260,claude-code,context,0.95,1.0,-0.05,,,1770490998.262504
7b721675-45bd-4abe-9012-15a2df928611,a8de3d60-8903-4961-a84c-003eab949260,claude-code,completion,0.6,,,,,1770490998.262504
eb025b1d-d665-447f-ac88-84f18d8848b0,a8de3d60-8903-4961-a84c-003eab949260,claude-code,know,0.88,0.5,0.38,,,1770491529.160186
71d8e8dc-a6f5-4514-9f80-a2e11179caff,a8de3d60-8903-4961-a84c-003eab949260,claude-code,uncertainty,0.12,0.0,0.12,,,1770491529.160186
3790e9d0-bc63-48ee-8a17-407668c8b1ee,a8de3d60-8903-4961-a84c-003eab949260,claude-code,do,0.85,,,,,1770491529.160186
03570be0-0185-44ef-9e78-206e0dfe5911,a8de3d60-8903-4961-a84c-003eab949260,claude-code,completion,0.9,,,,,1770491529.160186
b21c2566-096e-4aa6-a3bb-934f283924b1,a8de3d60-8903-4961-a84c-003eab949260,claude-code,context,0.85,1.0,-0.15,,,1770491529.160186
b1f1ebfc-6c40-483e-9d80-309efa89ae47,60d30091-4c18-45c6-be82-7bb0b29945e0,claude-code,know,0.88,,,,,1770497207.859431
71778977-0be0-4736-bbe3-615b2c1222b0,60d30091-4c18-45c6-be82-7bb0b29945e0,claude-code,uncertainty,0.12,,,,,1770497207.859431
70849015-529f-407f-908c-5d8b2870406e,60d30091-4c18-45c6-be82-7bb0b29945e0,claude-code,do,0.9,,,,,1770497207.859431
0f8126f8-d7df-4c50-8cd3-19efffe81a5e,60d30091-4c18-45c6-be82-7bb0b29945e0,claude-code,completion,1.0,,,,,1770497207.859431
bc4c9d39-cb6b-48af-a512-49d1acfb90e3,60d30091-4c18-45c6-be82-7bb0b29945e0,claude-code,context,0.85,1.0,-0.15,,,1770497207.859431
dc54d524-b4f9-479e-bc4f-6b4b528a7e9a,def73597-d6fd-41a0-a695-2a2cf567ba33,claude-code,know,0.9,1.0,-0.1,,,1770499193.661334
81163c50-d5da-4f52-93c3-a80e0534f276,def73597-d6fd-41a0-a695-2a2cf567ba33,claude-code,uncertainty,0.1,0.0,0.1,,,1770499193.661334
799f1960-3949-4722-a9fb-e72d4378633c,def73597-d6fd-41a0-a695-2a2cf567ba33,claude-code,do,0.95,,,,,1770499193.661334
461cb9d0-aad3-45dd-b75c-3e447b0b2ac6,def73597-d6fd-41a0-a695-2a2cf567ba33,claude-code,completion,0.85,,,,,1770499193.661334
fb8f434f-9abd-4846-8a06-b2ea85afdb32,def73597-d6fd-41a0-a695-2a2cf567ba33,claude-code,context,0.9,1.0,-0.1,,,1770499193.661334
64254d6c-506d-4a70-ac40-654d7952b308,dcf8c72e-b1c4-417a-9b0e-dc1cc4a2acf9,claude-code,know,0.88,1.0,-0.12,,,1770499456.881417
88bc457f-bb81-4078-84a9-dad4791c5e6f,dcf8c72e-b1c4-417a-9b0e-dc1cc4a2acf9,claude-code,uncertainty,0.12,0.0,0.12,,,1770499456.881417
c7eaab85-f308-4cea-b806-bd0408934407,dcf8c72e-b1c4-417a-9b0e-dc1cc4a2acf9,claude-code,do,0.85,,,,,1770499456.881417
9c61d817-28b6-4701-8019-af0ded5a9a53,dcf8c72e-b1c4-417a-9b0e-dc1cc4a2acf9,claude-code,completion,0.95,,,,,1770499456.881417
76b8b9a5-0951-4bd2-b56a-8bb94ca9ca8b,dcf8c72e-b1c4-417a-9b0e-dc1cc4a2acf9,claude-code,context,0.9,,,,,1770499456.881417
4c722923-8dd0-4c82-821b-c54243247c13,18df3a09-32af-495e-9f96-939ef8df1ec7,claude-code,know,0.88,1.0,-0.12,,,1770514643.366464
192d9766-01c9-4309-87f9-b315fb7d94d9,18df3a09-32af-495e-9f96-939ef8df1ec7,claude-code,uncertainty,0.12,0.0,0.12,,,1770514643.366464
fcffd56d-09d6-4b7a-8e54-491bdfe86738,18df3a09-32af-495e-9f96-939ef8df1ec7,claude-code,do,0.9,,,,,1770514643.366464
7f600df4-2687-4986-8768-8b9ff59585cc,18df3a09-32af-495e-9f96-939ef8df1ec7,claude-code,completion,1.0,,,,,1770514643.366464
7baacd5d-72fc-4889-8fbf-ebba33163973,18df3a09-32af-495e-9f96-939ef8df1ec7,claude-code,context,0.9,1.0,-0.1,,,1770514643.366464
2a87bbd5-5bdb-44b6-9fe0-52f9d6ff0b7c,ff775da8-d2a2-4b52-a9ad-59e7ae4459ab,claude-code,know,0.9,1.0,-0.1,,,1770516252.502765
4c02baf7-13ff-4e58-9acf-c3b279860b2c,ff775da8-d2a2-4b52-a9ad-59e7ae4459ab,claude-code,uncertainty,0.1,0.0,0.1,,,1770516252.502765
a04a08a6-de21-4f21-a6d3-bcc21c50da80,ff775da8-d2a2-4b52-a9ad-59e7ae4459ab,claude-code,do,0.85,,,,,1770516252.502765
92aebe25-95d3-443f-b0a6-d183e2fc6794,ff775da8-d2a2-4b52-a9ad-59e7ae4459ab,claude-code,completion,0.9,,,,,1770516252.502765
25634037-8987-42c1-a0a6-9fbfc1141e4f,ff775da8-d2a2-4b52-a9ad-59e7ae4459ab,claude-code,context,0.92,1.0,-0.08,,,1770516252.502765
f3098fcc-5bd7-4578-bdd4-b57164c399aa,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,know,0.85,1.0,-0.15,,,1770517004.78983
3e3ca935-41b7-4041-a17e-7d349d101e9e,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,do,0.8,,,,,1770517004.78983
c2350705-42a8-46de-bd90-b17e1cec05fb,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,context,0.85,,,,,1770517004.78983
b295446b-55f8-4e68-84ac-7ee7fd2657aa,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,clarity,0.85,,,,,1770517004.78983
5a2e3590-84c8-4c44-b203-5baa8c7d486f,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,signal,0.8,0.6111111111111113,0.1889,,,1770517004.78983
a477ae97-7c4c-4a82-a392-f42b3d7cffdf,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,state,0.8,,,,,1770517004.78983
22eb1d19-9f0d-4f05-aa79-ca9fe9ee365d,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,change,0.5,,,,,1770517004.78983
72591315-b6a5-4caa-81b1-1dd51734d0dc,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,completion,0.9,,,,,1770517004.78983
16eb51c8-78da-4178-bbf6-11df3da63027,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,impact,0.7,0.0,0.7,,,1770517004.78983
86ab61a8-1079-44fd-b671-9f9833966260,d5a64e48-9d04-4550-9df7-5a9de0b0d717,claude-code,uncertainty,0.15,0.0,0.15,,,1770517004.78983
6f9f2bd5-3138-4387-a1c9-653f814a7ef5,d57faa82-e1b9-4c56-b020-df1a492396d0,claude-code,know,0.85,1.0,-0.15,,,1770517686.514543
23d46211-a7ca-4c97-a423-442e66c713a3,d57faa82-e1b9-4c56-b020-df1a492396d0,claude-code,uncertainty,0.15,0.0,0.15,,,1770517686.514543
a7e35f6f-b471-4b22-9437-1bb7dfca5127,d57faa82-e1b9-4c56-b020-df1a492396d0,claude-code,context,0.9,1.0,-0.1,,,1770517686.514543
61b7842b-eab4-4347-88fc-006d95588c89,d57faa82-e1b9-4c56-b020-df1a492396d0,claude-code,do,0.85,,,,,1770517686.514543
c52a3416-f582-4a22-8f30-7fe0d0706cb0,d57faa82-e1b9-4c56-b020-df1a492396d0,claude-code,completion,1.0,,,,,1770517686.514543
